387.00,221.50,69.00,54.50
387.49,222.96,69.00,54.50
387.97,224.90,69.00,54.50
388.46,225.88,69.00,54.50
388.46,226.85,69.00,54.50
387.97,227.34,69.00,54.50
387.97,226.85,69.00,54.50
387.97,226.36,69.00,54.50
386.51,224.42,69.00,54.50
386.03,224.42,69.00,54.50
385.05,223.93,69.00,54.50
385.05,224.42,69.00,54.50
385.05,223.45,69.00,54.50
385.05,223.45,69.00,54.50
384.57,223.45,69.00,54.50
383.81,223.33,70.53,55.71
383.81,223.82,70.53,55.71
384.30,224.32,70.53,55.71
385.55,225.91,69.02,54.52
386.04,225.91,69.02,54.52
386.52,226.88,69.02,54.52
387.49,227.37,69.02,54.52
387.98,227.85,69.02,54.52
388.95,228.82,69.02,54.52
389.44,228.34,69.02,54.52
389.44,226.39,69.02,54.52
389.93,226.39,69.02,54.52
390.90,226.39,69.02,54.52
390.90,225.91,69.02,54.52
390.90,225.91,69.02,54.52
390.90,225.91,69.02,54.52
390.41,225.91,69.02,54.52
390.18,228.43,67.55,53.36
390.18,229.86,67.55,53.36
390.18,230.33,67.55,53.36
390.18,232.70,67.55,53.36
390.90,234.22,66.11,52.22
392.07,235.24,64.70,51.10
392.07,236.15,64.70,51.10
392.07,237.06,64.70,51.10
391.61,237.52,64.70,51.10
390.25,238.88,64.70,51.10
389.34,240.70,64.70,51.10
388.88,241.16,64.70,51.10
387.97,241.16,64.70,51.10
387.06,241.16,64.70,51.10
386.61,240.25,64.70,51.10
383.42,237.52,64.70,51.10
382.06,236.61,64.70,51.10
381.60,235.24,64.70,51.10
378.87,230.24,64.70,51.10
378.65,230.33,63.32,50.01
377.32,229.44,63.32,50.01
377.10,230.42,61.97,48.95
374.93,229.55,61.97,48.95
372.75,229.55,61.97,48.95
371.44,229.55,61.97,48.95
370.57,228.68,61.97,48.95
364.91,228.68,61.97,48.95
364.48,228.24,61.97,48.95
364.04,228.24,61.97,48.95
361.87,227.81,61.97,48.95
359.69,226.94,61.97,48.95
357.95,226.50,61.97,48.95
352.52,225.72,60.65,47.90
352.31,225.80,59.36,46.88
351.27,226.72,58.09,45.88
346.18,227.21,56.85,44.90
345.78,227.21,56.85,44.90
344.18,227.21,56.85,44.90
339.78,226.81,56.85,44.90
338.58,226.41,56.85,44.90
336.98,226.81,56.85,44.90
331.78,227.21,56.85,44.90
329.78,226.81,56.85,44.90
327.78,226.01,56.85,44.90
326.58,225.21,56.85,44.90
322.39,224.88,55.64,43.95
322.98,225.35,54.45,43.01
321.83,224.21,54.45,43.01
321.65,223.90,53.29,42.09
321.27,223.53,53.29,42.09
320.90,223.90,53.29,42.09
319.56,223.43,54.47,43.02
318.41,222.67,54.47,43.02
317.65,222.67,54.47,43.02
316.88,222.67,54.47,43.02
317.08,222.75,53.31,42.11
317.28,222.07,52.17,41.21
317.47,222.88,51.06,40.33
317.83,222.88,51.06,40.33
318.01,223.31,49.97,39.47
318.54,223.73,48.90,38.63
319.41,224.14,47.86,37.80
318.40,223.13,47.86,37.80
317.72,222.45,47.86,37.80
318.23,222.86,46.84,37.00
318.73,223.25,45.84,36.21
318.90,223.96,44.86,35.44
319.69,224.34,43.91,34.68
319.54,224.71,42.97,33.94
319.24,225.01,42.97,33.94
319.24,225.61,42.97,33.94
318.94,225.61,42.97,33.94
317.43,225.91,42.97,33.94
317.43,226.52,42.97,33.94
317.13,227.12,42.97,33.94
316.52,227.12,42.97,33.94
315.62,227.12,42.97,33.94
315.31,226.82,42.97,33.94
315.01,226.82,42.97,33.94
314.71,226.52,42.97,33.94
314.11,225.91,42.97,33.94
313.80,226.22,42.97,33.94
313.20,225.91,42.97,33.94
313.36,225.97,42.05,33.22
313.51,225.74,41.16,32.51
313.22,225.16,41.16,32.51
313.08,225.21,40.28,31.82
312.51,224.93,40.28,31.82
312.22,225.21,40.28,31.82
311.66,224.93,40.28,31.82
311.37,224.36,40.28,31.82
311.52,223.85,39.42,31.14
311.52,223.57,39.42,31.14
311.52,223.29,39.42,31.14
311.24,226.89,39.42,31.14
311.24,229.10,39.42,31.14
311.24,230.20,39.42,31.14
311.66,229.43,38.58,30.47
311.93,228.35,38.58,30.47
312.34,227.32,37.76,29.82
313.14,227.06,37.76,29.82
313.14,228.91,37.76,29.82
313.14,229.97,37.76,29.82
313.40,229.44,37.76,29.82
313.40,227.85,37.76,29.82
313.14,222.82,37.76,29.82
312.87,219.91,37.76,29.82
312.61,219.38,37.76,29.82
312.34,221.76,37.76,29.82
312.08,223.09,37.76,29.82
